"WorkerID","MergeKey","Start_Onboard","End_Onboard","ADHD_Trait","SAS_Trait","PhoneCheck_Perception","NotificationFrequency_Perception","Notif_DistractConnect","Notif_NotNeed","CheckPhoneAwake","LookPhoneConversation","NeedPhoneAvailable","WalkPhone","WaitPhone","CheckPhoneSleep","PhoneTimeBelief","PhoneTimeIdeal","Age","Gender","Income","Employment","Occupation","Treatment_all","Con_3x_Never","Con_3x","Con_Nev","ThreeDay_dum","Never_dum","Hourly_dum","Happy_d","Conc_d","Interr_d","NotFOM_d","Stress_d","Prod_d","Anxiety_d","PhChHa_d","Cont_d","SocCon_d","Distr_d","EnWork_d","PhSoPr_d","PhOver_d","Inattent","Stress","Product","Anxiety","CFOMO","NegFeel","PosFeel","FOMO","Mindful","Depress","PhoneAdd","Nomo","SocConn","Unlocks","Time","Checks","AppOpens","Notifications_day","Start_post","End_post","Status_post","RecordedDate_post","ResponseId_post","GenXP_quant_1","MC_NoticeNotif","MC_direct","Download","Pay","ChooseConditions","BetterNotifications_reflect","WorseNotifications_reflect","EnjoyableNotifications_reflect","UncomfortableNotifications_reflect","SelfChanges_reflect","Attention_reflect","FOMO_reflect","Stress_reflect","Happiness_reflect","Productive_reflect","SociallyConnected_reflect","Mindful_reflect","LessPhoneTime_reflect","FewerPhoneUnlocks_reflect","HelpfulNotifications_ViewGen_reflect","AnnoyingNotifications_ViewGen_reflect","LikeReceiving_ViewGen_reflect","DislikeReceiving_ViewGen_reflect","Belief_Notifications_reflect","Ideal_Notifications_reflect","Diff_Notifications"
"A13FBOV085K4RY","A13FBOV085K4RY-42829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,6.92857142857143,6.11904761904762,2.97619047619048,2.53571428571429,1.08333333333333,6.04761904761905,1.08333333333333,4.61904761904762,1.63095238095238,4.45238095238095,1.46428571428571,5.75,1,2.22619047619048,1,3.5,4.5,2.5,1,1,2.85,1.83333333333333,1.3,NA,2.6,1.4,2.3,46.4107142857143,NA,42.9464285714286,NA,36.2142857142857,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A174BCWXOVMM1B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,6.91666666666667,5,3.91666666666667,5.2,2.25,3.92,3.66666666666667,5.5,6.66666666666667,5.41666666666667,1.83333333333333,6.41666666666667,4.16666666666667,3.75,4.16666666666667,10,1,2.33333333333333,4.61111111111111,1.91666666666667,2.6,4.08333333333333,4.8,10,4.15,6.35,4.6,82.1428571428571,8.42373015873016,24.3571428571429,881,110.714285714286,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A18EWG6CNKA02J","A18EWG6CNKA02J-42827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5.21428571428571,4.35714285714286,3.42857142857143,3.57142857142857,3.64285714285714,4.28571428571429,4,5.14285714285714,3,4,3.5,4.71428571428571,4.14285714285714,4.64285714285714,1.83333333333333,9,3.5,3,2.88888888888889,2.91666666666667,2.05,1.75,2.5,14.5,2,4,3.5,65.9285714285714,4.15609126984127,21.8571428571429,483.571428571429,46.1428571428571,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A23I38MA6202BS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5.81428571428571,4.55714285714286,3.3,3.54166666666667,3.24285714285714,3.9,3.04285714285714,4.32857142857143,4.98571428571429,4.67142857142857,3.05714285714286,3.7,4.02857142857143,3.6,2.5,8.5,1.5,4.33333333333333,4.88888888888889,1.66666666666667,2.4,2.25,3.1,NA,2.7,4.95,3.5,76.4583333333333,NA,33.5208333333333,NA,55.1666666666667,2017-05-13 00:38:26,2017-05-13 00:54:27,0,2017-05-13 00:54:28,"R_2sRSNlJK0LEyPJy",90,1,2,7,NA,2,6,2,6,2,5,6,4,6,6,7,5,7,6,6,4,5,3,5,200,40,160
"A29IRW1KD4H2IE","A29IRW1KD4H2IE-42833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5.5,5.14285714285714,3.07142857142857,2.5,1.71428571428571,5.07142857142857,1.57142857142857,2.5,5.5,5.57142857142857,1.92857142857143,5.21428571428571,2.64285714285714,3.42857142857143,1.75,6,4.5,2.33333333333333,1.5,2.08333333333333,2.4,1.25,2.8,9.5,3.05,3.6,2.4,13.1428571428571,0.0986064814814815,47.3571428571429,3.07142857142857,39.5714285714286,2017-05-13 11:46:29,2017-05-13 11:56:38,0,2017-05-13 11:56:38,"R_125YjBEbEo5zEP4",78,2,4,4,NA,1,5,3,5,3,6,5,2,5,5,5,5,5,5,5,5,4,5,3,NA,NA,NA
"A2MSOL8NYOH7HJ","A2MSOL8NYOH7HJ-42832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,6.46428571428571,3.88095238095238,2.90476190476191,3.48809523809524,3.05952380952381,4.13095238095238,2.97619047619048,4.26190476190476,4.80952380952381,3.88095238095238,2.69047619047619,3.76190476190476,3.76190476190476,3.25,3.16666666666667,9.5,3.16666666666667,3.83333333333333,4.33333333333333,3.75,1.45,3.5,2.9,18,2.85,NA,2.4,86,1.89057291666667,50.7321428571429,NA,50.6071428571429,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2O200JODCD036","A2O200JODCD036-42829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,4.28571428571429,1.92857142857143,2.57142857142857,2.92857142857143,3,2.35714285714286,4,3.85714285714286,4,2.28571428571429,2.85714285714286,2.64285714285714,4.42857142857143,2.35714285714286,2.75,6,1,5.83333333333333,4.05555555555556,2.75,1.5,3.41666666666667,2.2,10.5,2.6,4.25,2.8,37.7916666666667,NA,15.4097222222222,5,50.4861111111111,2017-05-13 02:10:59,2017-05-13 02:24:07,0,2017-05-13 02:24:08,"R_2zY2n3cLAfKql45",100,1,1,6,NA,5,5,1,5,1,6,6,6,6,5,6,6,6,6,6,6,2,4,2,10,0,10
"A2YG71769IKAVF","A2YG71769IKAVF-42833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5.28571428571429,3.85714285714286,3.78571428571429,4.21428571428571,3.21428571428571,4.35714285714286,2.64285714285714,3.85714285714286,4.28571428571429,4.5,3.57142857142857,4.28571428571429,3.92857142857143,3.92857142857143,3.08333333333333,8,4,3.83333333333333,4.44444444444444,2.33333333333333,2.25,2.58333333333333,3.3,15,5.1,5.7,4.2,38.5222222222222,1.13738117283951,22.65,NA,122.388888888889,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A3114G19EXULE2","A3114G19EXULE2-42833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5.35714285714286,4.78571428571429,1,1.07142857142857,3.07142857142857,4.5,3,4.85714285714286,3.21428571428571,2.57142857142857,2.92857142857143,4.71428571428571,1.07142857142857,3.14285714285714,1.5,8,3,3.33333333333333,1.94444444444444,1.91666666666667,2.4,2.41666666666667,3.3,16.5,3.15,6.55,2.3,19.7386363636364,NA,31.1477272727273,10.7857142857143,31.8693181818182,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGN9KSJLLFK1U","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,6.21428571428571,5.28571428571429,3.85714285714286,3.66666666666667,1.92857142857143,5.42857142857143,2.07142857142857,4.85714285714286,2.85714285714286,4.85714285714286,2.21428571428571,5.92857142857143,4.21428571428571,4.5,3,9,4.83333333333333,3.83333333333333,4.11111111111111,2.33333333333333,2.55,3,3.5,8.5,3.35,5.7,3.7,69.6428571428571,5.05097222222222,47.7142857142857,194.357142857143,112.785714285714,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AK7POF2TL5WYG","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,7,6.92857142857143,1.28571428571429,1,1,6.5,1.28571428571429,7,1,6.35714285714286,1,6.78571428571429,1,1,1.08333333333333,1,4.83333333333333,2.5,1,1,2.95,1.66666666666667,1.3,2,1.1,2.05,1.3,58.5,1.89203703703704,39.4285714285714,NA,79.7857142857143,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARDT90YNHSAWA","ARDT90YNHSAWA-42830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5.34523809523809,4.5,3.25,2.57142857142857,3.70238095238095,4.40476190476191,3.07142857142857,5.67857142857143,4.71428571428571,4.21428571428571,3.54761904761905,3.94047619047619,3.64285714285714,2.55952380952381,2.66666666666667,8.5,3,5,4.72222222222222,2.16666666666667,1.85,3.41666666666667,2,9.5,2.45,NA,3.9,36.3214285714286,1.63465277777778,13.8571428571429,577.928571428571,138.214285714286,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A12BCY88P0HRG5","A12BCY88P0HRG5-42831",2017-04-01 10:16:46,2017-04-01 10:35:25,0,0,3,2,2,1,5,4,5,4,3,4,6,6,24,1,2,6,NA,0,0,0,0,0,0,0,6.07142857142857,4.71428571428571,1,1,3.42857142857143,4.21428571428571,3.14285714285714,5,2.57142857142857,3.07142857142857,3.42857142857143,4.28571428571429,1.07142857142857,3.14285714285714,1.58333333333333,8,3.16666666666667,4.5,2.22222222222222,2.16666666666667,2,2.83333333333333,3,11.5,3.55,7.1,2.3,95,5.56210317460318,53.4285714285714,995.285714285714,202.357142857143,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A130V7ERVRCTP4","A130V7ERVRCTP4-42833",2017-03-28 05:49:59,2017-03-28 06:01:27,0,0,4,4,6,2,3,3,3,3,3,1,9,7.3,36,1,1,1,5,0,0,0,0,0,0,0,6.08333333333333,6.30952380952381,1,1,1,5.38095238095238,1,6.83333333333333,1.83333333333333,4.98809523809524,1,5.67857142857143,1,1,1.25,3.5,5,2.5,1,1.66666666666667,2.8,1.33333333333333,1,3,1.45,NA,1,45.3194444444444,1.7555825617284,25.4027777777778,NA,59.9444444444444,2017-05-14 00:33:47,2017-05-14 00:42:02,0,2017-05-14 00:42:02,"R_pa2VRlwbB3PsLIZ",100,2,3,6,NA,1,6,1,6,1,4,7,4,7,7,7,7,7,3,5,7,4,7,1,2,3,-1
"A150POQQ81ZRN9","A150POQQ81ZRN9-42830",2017-03-17 02:00:29,2017-03-17 02:02:35,0,0,2,3,5,4,3,2,4,3,4,3,3.3,2.6,27,1,2,1,2,0,0,0,0,0,0,0,5.07142857142857,4.5,3.71428571428571,3.71428571428571,2.42857142857143,4.28571428571429,2.07142857142857,2.14,4.71428571428571,4.5,2.78571428571429,4.78571428571429,3.5,4.28571428571429,2.91666666666667,8.5,3,4.16666666666667,3.94444444444444,2.25,2.1,2.91666666666667,3.8,13.5,3.9,5.7,4.2,37.7857142857143,NA,83.7857142857143,NA,16.7857142857143,2017-05-12 22:11:03,2017-05-12 22:17:41,0,2017-05-12 22:17:41,"R_1pnEDLKRTm7VdDT",69,2,4,5,NA,5,6,4,6,5,4,5,4,3,5,5,6,4,3,4,6,3,3,4,1,5,-4
"A1BUS5SYZH6ABZ","A1BUS5SYZH6ABZ-42832",2017-03-17 01:37:33,2017-03-17 01:48:13,0,0,2,2,3,2,4,3,5,3,3,3,4.1,6.4,31,1,3,1,6,0,0,0,0,0,0,0,7,6.41666666666667,3.96428571428571,3.98809523809524,2.83333333333333,6.59523809523809,3.97619047619048,6.30952380952381,1.54761904761905,6.51190476190476,3.07142857142857,6.92857142857143,5.22619047619048,4.42857142857143,3.16666666666667,NA,3.83,3.66666666666667,NA,2.58333333333333,2.8,NA,4.4,11,4.45,6.75,3.5,97.2857142857143,NA,24.1428571428571,NA,95.2857142857143,2017-05-12 18:01:24,2017-05-12 18:19:55,0,2017-05-12 18:19:56,"R_1Hbquq89nbjVPnS",100,1,1,6,NA,3,7,2,6,2,5,7,3,3,7,7,6,7,5,7,6,3,6,3,10,25,-15
"A1C78M2VCGCD8V","A1C78M2VCGCD8V-42830",2017-03-17 02:52:23,2017-03-17 03:04:26,0,0,2,3,4,4,4,4,4,3,5,5,10.2,7.6,29,1,2,2,6,0,0,0,0,0,0,0,6.78571428571429,5.92857142857143,1.78571428571429,1.64285714285714,1,5.78571428571429,1,6,6.5,4.64285714285714,1,5.5,1.78571428571429,2.14285714285714,1.75,4.5,3.83333333333333,2.5,1.11111111111111,1,2.65,1.08333333333333,1,1,1.5,1.4,1.2,307.642857142857,4.74402777777778,81.4285714285714,601.785714285714,86.9285714285714,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1DJDJMSZTDQRF","",2017-03-22 09:30:27,2017-03-22 09:40:08,0,0,4,2,6,4,3,1,3,1,1,3,13.5,9.3,29,2,1,3,NA,0,0,0,0,0,0,0,6.41666666666667,4.33333333333333,2.66666666666667,1.75,1,1.75,1,3.83333333333333,5.16666666666667,2.41666666666667,1.25,4.5,3.16666666666667,2.58333333333333,NA,8,4.83333333333333,3.667,2.44444444444444,2.83333333333333,1.95,1.66666666666667,2.8,9.5,5.05,5.3,1.7,16.3392857142857,4.32375992063492,8.1875,NA,109.491071428571,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1I5F4DK09H8F1","A1I5F4DK09H8F1-42829",2017-03-21 23:57:02,2017-03-22 00:03:35,0,0,2,2,4,4,5,2,4,4,3,5,6.1,6.9,27,1,1,2,5,0,0,0,0,0,0,0,6.07142857142857,4.64285714285714,5.21428571428571,4.92857142857143,4.14285714285714,5.07142857142857,2.79,4.42857142857143,3.28571428571429,4.57142857142857,4.71428571428571,5.85714285714286,4.21428571428571,4.71428571428571,3.16666666666667,8.5,3,4,5.05555555555556,2.58333333333333,2.3,3.41666666666667,5.4,16,4.15,7.45,4.8,93.6071428571429,0.687106481481481,109.883928571429,88.2142857142857,29.0267857142857,2017-05-14 04:49:14,2017-05-14 04:56:32,0,2017-05-14 04:56:32,"R_1o5VemvX4p2SKAb",99,1,3,5,30,5,6,6,6,5,6,4,4,6,6,5,6,5,6,5,6,3,7,2,30,50,-20
"A1KN8VSDTHR84J","A1KN8VSDTHR84J-42833",2017-03-24 03:37:23,2017-03-24 03:49:38,0,0,4,4,4,2,3,4,4,1,4,4,6.9,9.5,24,2,1,1,6,0,0,0,0,0,0,0,5,5.26190476190476,2,1.61904761904762,2.82142857142857,5.51190476190476,1.97619047619048,5.51190476190476,3.21428571428571,5.02380952380952,2.46428571428571,5.90476190476191,3.07142857142857,2.54761904761905,2.75,6,3.66666666666667,4,3.33333333333333,2.83333333333333,1.55,2.58333333333333,2.9,11,3.15,NA,3.4,18.1875,0.266805555555556,23.2589285714286,25.6428571428571,50.875,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1L0D68W1KY0H7","A1L0D68W1KY0H7-42828",2017-03-17 02:21:23,2017-03-17 02:25:37,0,0,3,1,5,3,4,2,4,4,3,3,9,16,31,1,2,1,6,0,0,0,0,0,0,0,5.42857142857143,2.85714285714286,3.64285714285714,3.92857142857143,3.85714285714286,2.57,3.64285714285714,4.07142857142857,5.64285714285714,4.14285714285714,3.64285714285714,4.07142857142857,4.5,3.85714285714286,3.5,6,3,5.16666666666667,4.11111111111111,3.41666666666667,1.85,3.41666666666667,4,15.5,4.05,7,3.6,47.8571428571429,14.5967824074074,24.9166666666667,348.785714285714,371.285714285714,2017-05-13 14:26:00,2017-05-13 14:35:49,0,2017-05-13 14:35:49,"R_33eUB6sTFN5BlCZ",97,1,1,4,NA,1,5,4,5,5,5,5,3,5,4,4,5,5,4,3,5,4,5,3,2,2,0
"A1PTC5FHUYMWYL","A1PTC5FHUYMWYL-42830",2017-03-24 04:19:36,2017-03-24 04:26:21,0,0,1,2,5,4,4,4,4,3,4,5,9.1,7.9,30,1,1,1,6,0,0,0,0,0,0,0,7,7,1,2.08333333333333,1,7,1,6.85714285714286,7,6.75,1,6.57142857142857,2.57142857142857,7,1.33333333333333,2.5,5,2.33333333333333,1.22222222222222,1.33333333333333,3,2.66666666666667,2.8,NA,3.2,1.7,1,101.25,2.75333333333333,59.0714285714286,180.214285714286,247.714285714286,2017-05-12 16:33:25,2017-05-12 16:58:49,0,2017-05-12 16:58:50,"R_2Yr05xfcsj09Sie",100,2,3,7,1,1,7,1,7,1,6,7,4,1,7,7,7,7,5,7,6,5,5,6,20,10,10
"A1TK0ZMZ571GG0","A1TK0ZMZ571GG0-42827",2017-03-17 07:43:50,2017-03-17 07:51:38,0,0,2,1,5,4,3,3,4,4,3,4,4,4.4,36,1,1,1,8,0,0,0,0,0,0,0,6.02380952380952,4.82142857142857,3.39285714285714,3.55952380952381,2.3452380952381,3.86904761904762,2.36904761904762,4.54761904761905,3.44047619047619,4.47619047619048,2.36904761904762,5.88095238095238,4.01190476190476,3.33333333333333,3.91666666666667,7,3.83333333333333,2.5,3.21,1.75,2.5,3.25,3.8,11,4.6,NA,3.4,15.8571428571429,0.147523148148148,47.0714285714286,10.3571428571429,43.4285714285714,2017-05-12 21:13:29,2017-05-12 21:22:45,0,2017-05-12 21:22:46,"R_1QoXGkwwaNtT0sf",83,1,1,4,15,1,6,5,7,5,4,7,6,4,6,6,6,7,5,7,6,3,4,2,1,15,-14
"A26T3M57NK46L5","A26T3M57NK46L5-42830",2017-03-17 03:00:40,2017-03-17 03:07:38,0,0,1,2,5,5,4,4,4,2,3,4,6.6,5.4,64,1,1,2,8,0,0,0,0,0,0,0,5.85714285714286,5.42857142857143,1.85714285714286,1.85714285714286,1.57142857142857,4.92857142857143,4.42857142857143,4.57142857142857,3.35714285714286,4.78571428571429,1.21428571428571,5.35714285714286,2.78571428571429,4.07142857142857,2,5.5,4,4.33333333333333,2.66666666666667,2.25,2.05,3,1.9,9,2.9,5,3,109.714285714286,NA,57.6785714285714,NA,9.69047619047619,2017-05-12 15:52:30,2017-05-12 16:16:45,0,2017-05-12 16:16:46,"R_w6qRBAkTpAYTjA5",98,2,4,6,30,1,6,1,7,1,5,7,1,1,6,7,7,5,1,5,7,1,6,1,1,1,0
"A2B6IFOZY2D4A4","A2B6IFOZY2D4A4-42832",2017-03-23 04:00:55,2017-03-23 04:10:57,0,0,1,1,4,5,5,2,5,3,3,4,1.9,3,49,1,2,1,2,0,0,0,0,0,0,0,3.85714285714286,4.64285714285714,4,4.07142857142857,4.78571428571429,5.14285714285714,5,4.64285714285714,4.07142857142857,4.07142857142857,4.85714285714286,4.57142857142857,3.85714285714286,2.85714285714286,3,12,4.5,5.16666666666667,3.05555555555556,4,1.4,2.66666666666667,4.8,23.5,2.6,5.2,5.5,43.875,0.0508217592592593,28.6785714285714,39.5,42.4464285714286,2017-05-13 09:50:01,2017-05-13 10:02:48,0,2017-05-13 10:02:49,"R_2xKqR04R16bDp0t",95,2,2,4,10,3,7,1,7,1,7,7,4,6,7,7,6,7,7,4,7,1,7,1,3,3,0
"A2JEM59HAWM4GX","A2JEM59HAWM4GX-42827",2017-03-17 02:50:25,2017-03-17 03:16:19,0,0,2,2,4,3,4,3,5,1,3,4,10.6,10,30,2,1,1,6,0,0,0,0,0,0,0,6.21428571428571,6.14285714285714,1,1,1.42857142857143,6.07142857142857,1.14285714285714,5.42857142857143,3.07142857142857,6.28571428571429,1.42857142857143,6.42857142857143,4.07142857142857,3.21428571428571,1.75,4,4.83333333333333,3.83333333333333,1.16666666666667,1.16666666666667,2.55,1.75,1.4,1.5,1.7,3.9,1.4,44.4285714285714,4.28920304232804,39.2857142857143,344.571428571429,276,2017-05-13 00:37:36,2017-05-13 08:18:01,0,2017-05-13 08:18:03,"R_2ym83YxO8sN67oo",83,2,4,2,NA,1,5,2,4,1,5,6,2,5,5,5,4,5,5,4,5,2,5,1,50,50,0
